depart_nom,depart_latitude,depart_longitude,depart_agglomeration,arrive_latitude,arrive_longitude,arrive_nom,arrive_agglomeration,distance,virages,embouteillage,prix
Cité verte,3.876188,11.489713,2,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,10.1,23,3,500
Madagascar,3.882253,11.486947,2,3.896936,11.507444,Bastos,1,4.5,7,2,250
Madagascar,3.882254,11.486948,2,3.889307,11.495470,Nkom-kana,4,1.6,6,2,100
Madagascar,3.882255,11.486949,2,3.871170 ,11.455157,Nkolbisson,3,6.4,9,1,300
Madagascar,3.882256,11.486950,2,3.884218,11.506428,Tsinga,3,3,7,2,150
Madagascar,3.882257,11.486951,2,3.873974,11.509291,Briqueterie,5,3,6,2,150
Madagascar,3.882258,11.486952,2,3.878457,11.510559,Ecole de police(pharmacie),3,3.7,6,3,200
Madagascar,3.882259,11.486953,2,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,5.8,13,3,250
Madagascar,3.882260,11.486954,2,3.863715,11.545285,Emombo(Chapelle),2,7.8,10,3,300
Madagascar,3.882261,11.486955,2,3.868167,11.559176,Mimboman(don bosco),3,9.7,16,3,400
Madagascar,3.882262,11.486956,2,3.869619,11.542298,Essos(marché),5,7.6,11,5,300
Madagascar,3.882263,11.486957,2,3.882799,11.537976,Omnisport,3,7.8,15,5,300
Madagascar,3.882264,11.486958,2,3.897352,11.550365,Ngousso(station),5,7.3,20,3,300
Madagascar,3.882265,11.486959,2,3.815869,11.489237,Damas(rond point),3,11.8,11,3,500
Madagascar,3.882266,11.486960,2,3.831629,11.489602,Tam-tam,1,8.4,14,3,500
Madagascar,3.882267,11.486961,2,3.835291,11.494906,Nsimeyong(pharmacie),2,8,13,3,350
Madagascar,3.882268,11.486962,2,3.841461,11.488748,Accacia(marché),5,6.5,14,3,300
Madagascar,3.882269,11.486963,2,3.916084,11.523966,Etoudi(marché),5,8.8,15,3,350
Madagascar,3.882270,11.486964,2,3.915474,11.531633,Santa barbara(cyberlink),3,9.9,17,3,350
Madagascar,3.882271,11.486965,2,3.924443,11.522115,Emana,4,9,13,3,300
Madagascar,3.882272,11.486966,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,15.8,13,3,500
Madagascar,3.882273,11.486967,2,3.883732,11.519217,Nlongkak,3,4.9,12,3,250
Madagascar,3.882274,11.486968,2,3.863793,11.540184,Anguissa(lycée),2,7.6,14,3,250
Madagascar,3.882275,11.486969,2,3.843894,11.535655,Ekounou,3,8.4,13,3,300
Madagascar,3.882276,11.486970,2,3.811649,11.523198,Mvan,5,12,18,5,600
Madagascar,3.882277,11.486971,2,3.850423,11.522540,Mvog-bi,4,6.1,20,3,250
Madagascar,3.882278,11.486972,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,7.7,11,3,300
Madagascar,3.882279,11.486973,2,3.879979,11.481272,Fouda,2,2.4,8,5,200
Madagascar,3.882280,11.486974,2,3.865518,11.513821,Marché central,5,4.3,8,2,150
Madagascar,3.882281,11.486975,2,3.836345,11.469223,Mendong(carrefour banane),5,8.1,14,3,400
Madagascar,3.882282,11.486976,2,3.899579,11.525473,(Lycée)Mballa II,2,6.5,14,3,250
Madagascar,3.882283,11.486977,2,3.852458,11.498892,Cradat(restaurant),3,5.7,14,2,250
Madagascar,3.882284,11.486978,2,3.839471,11.507801,Efoulan(carrefour club france),1,8.7,12,3,300
Madagascar,3.882285,11.486979,2,3.900994,11.558921,Eleveur (tradex college ebanda),3,10.6,22,5,500
Madagascar,3.882286,11.486980,2,3.863931,11.528186,Mvog-ada,3,5.8,10,3,250
Madagascar,3.882287,11.486981,2,3.875079,11.516893,hotel de ville(avenue des banques),2,5.2,10,2,250
Madagascar,3.882288,11.486982,2,3.840961,11.477819,TKC(carrefour),3,6.8,11,3,300
Madagascar,3.882289,11.486983,2,3.869610,11.485476,Carrefour MEEC,1,2.7,5,1,200
Madagascar,3.882290,11.486984,2,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,6.6,10,2,250
Madagascar,3.882291,11.486985,2,3.859047,11.505877,Ngoa Ekélé (lycée),4,4.8,11,1,250
Madagascar,3.882292,11.486986,2,3.856842,11.504406,Chateau(Université de Yaoundé I),5,5.1,11,1,250
Madagascar,3.882293,11.486987,2,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,10.5,23,3,500
Bastos,3.896936,11.507444,1,3.889307,11.495470,Nkom-kana,4,2.6,8,2,150
Bastos,3.896937,11.507445,1,3.871170 ,11.455157,Nkolbisson,3,9.5,11,2,500
Bastos,3.896938,11.507446,1,3.884218,11.506428,Tsinga,3,2.1,3,3,100
Bastos,3.896939,11.507447,1,3.873974,11.509291,Briqueterie,5,4.1,7,3,200
Bastos,3.896940,11.507448,1,3.878457,11.510559,Ecole de police(pharmacie),3,3,5,3,200
Bastos,3.896941,11.507449,1,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,7.3,13,2,400
Bastos,3.896942,11.507450,1,3.863715,11.545285,Emombo(Chapelle),2,8.1,9,3,400
Bastos,3.896943,11.507451,1,3.868167,11.559176,Mimboman(don bosco),3,8.9,15,3,400
Bastos,3.896944,11.507452,1,3.869619,11.542298,Essos(marché),5,6.7,11,4,300
Bastos,3.896945,11.507453,1,3.882799,11.537976,Omnisport,3,5.5,9,5,250
Bastos,3.896946,11.507454,1,3.897352,11.550365,Ngousso(station),5,6.7,11,5,250
Bastos,3.896947,11.507455,1,3.815869,11.489237,Damas(rond point),3,12.2,11,3,500
Bastos,3.896948,11.507456,1,3.831629,11.489602,Tam-tam,1,11,12,3,500
Bastos,3.896949,11.507457,1,3.835291,11.494906,Nsimeyong(pharmacie),2,10.2,12,2,500
Bastos,3.896950,11.507458,1,3.841461,11.488748,Accacia(marché),5,10.5,10,4,500
Bastos,3.896951,11.507459,1,3.916084,11.523966,Etoudi(marché),5,5.8,4,3,250
Bastos,3.896952,11.507460,1,3.915474,11.531633,Santa barbara(cyberlink),3,6.9,8,3,300
Bastos,3.896953,11.507461,1,3.924443,11.522115,Emana,4,6.5,6,3,300
Bastos,3.896954,11.507462,1,3.969259,11.544474,(Mission Catholique)Nkozoa,3,12.8,5,3,500
Bastos,3.896955,11.507463,1,3.883732,11.519217,Nlongkak,3,3.8,6,3,250
Bastos,3.896956,11.507464,1,3.863793,11.540184,Anguissa(lycée),2,7.8,14,3,400
Bastos,3.896957,11.507465,1,3.843894,11.535655,Ekounou,3,8.6,10,5,400
Bastos,3.896958,11.507466,1,3.811649,11.523198,Mvan,5,12.2,12,3,500
Bastos,3.896959,11.507467,1,3.850423,11.522540,Mvog-bi,4,6.3,9,4,250
Bastos,3.896960,11.507468,1,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,8,11,5,400
Bastos,3.896961,11.507469,1,3.879979,11.481272,Fouda,2,5.4,9,2,250
Bastos,3.896962,11.507470,1,3.865518,11.513821,Marché central,5,4.6,19,3,250
Bastos,3.896963,11.507471,1,3.836345,11.469223,Mendong(carrefour banane),5,11.3,21,3,500
Bastos,3.896964,11.507472,1,3.899579,11.525473,(Lycée)Mballa II,2,7.3,4,2,400
Bastos,3.896965,11.507473,1,3.852458,11.498892,Cradat(restaurant),3,7.1,15,3,400
Bastos,3.896966,11.507474,1,3.839471,11.507801,Efoulan(carrefour club france),1,8.4,13,5,400
Bastos,3.896967,11.507475,1,3.900994,11.558921,Eleveur (tradex college ebanda),3,8.2,12,3,400
Bastos,3.896968,11.507476,1,3.863931,11.528186,Mvog-ada,3,6.1,10,2,300
Bastos,3.896969,11.507477,1,3.875079,11.516893,hotel de ville(avenue des banques),2,9.6,5,2,400
Bastos,3.896970,11.507478,1,3.840961,11.477819,TKC(carrefour),3,10.1,14,3,500
Bastos,3.896971,11.507479,1,3.869610,11.485476,Carrefour MEEC,1,5.9,11,1,250
Bastos,3.896972,11.507480,1,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,6.2,9,3,300
Bastos,3.896973,11.507481,1,3.859047,11.505877,Ngoa Ekélé (lycée),4,6.1,13,3,300
Bastos,3.896974,11.507482,1,3.856842,11.504406,Chateau(Université de Yaoundé I),5,7,13,1,300
Bastos,3.896975,11.507483,1,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,10.8,26,3,500
Nkom-kana,3.889307,11.495470,4,3.871170 ,11.455157,Nkolbisson,3,7,13,2,300
Nkom-kana,3.889308,11.495471,4,3.884218,11.506428,Tsinga,3,1.8,11,3,100
Nkom-kana,3.889309,11.495472,4,3.873974,11.509291,Briqueterie,5,3.4,9,3,200
Nkom-kana,3.889310,11.495473,4,3.878457,11.510559,Ecole de police(pharmacie),3,2.5,10,2,200
Nkom-kana,3.889311,11.495474,4,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,6.1,10,3,300
Nkom-kana,3.889312,11.495475,4,3.863715,11.545285,Emombo(Chapelle),2,8.2,16,3,400
Nkom-kana,3.889313,11.495476,4,3.868167,11.559176,Mimboman(don bosco),3,10.2,14,3,500
Nkom-kana,3.889314,11.495477,4,3.869619,11.542298,Essos(marché),5,8,12,4,500
Nkom-kana,3.889315,11.495478,4,3.882799,11.537976,Omnisport,3,6.6,11,5,300
Nkom-kana,3.889316,11.495479,4,3.897352,11.550365,Ngousso(station),5,6.1,23,5,300
Nkom-kana,3.889317,11.495480,4,3.815869,11.489237,Damas(rond point),3,12.4,13,3,500
Nkom-kana,3.889318,11.495481,4,3.831629,11.489602,Tam-tam,1,9,20,3,400
Nkom-kana,3.889319,11.495482,4,3.835291,11.494906,Nsimeyong(pharmacie),2,10.5,20,2,500
Nkom-kana,3.889320,11.495483,4,3.841461,11.488748,Accacia(marché),5,7.1,16,3,400
Nkom-kana,3.889321,11.495484,4,3.916084,11.523966,Etoudi(marché),5,7.7,14,3,400
Nkom-kana,3.889322,11.495485,4,3.915474,11.531633,Santa barbara(cyberlink),3,8.8,16,3,400
Nkom-kana,3.889323,11.495486,4,3.924443,11.522115,Emana,4,7.8,15,4,400
Nkom-kana,3.889324,11.495487,4,3.969259,11.544474,(Mission Catholique)Nkozoa,3,14.6,16,3,600
Nkom-kana,3.889325,11.495488,4,3.883732,11.519217,Nlongkak,3,3.8,13,3,250
Nkom-kana,3.889326,11.495489,4,3.863793,11.540184,Anguissa(lycée),2,8,15,3,400
Nkom-kana,3.889327,11.495490,4,3.843894,11.535655,Ekounou,3,8.9,18,3,500
Nkom-kana,3.889328,11.495491,4,3.811649,11.523198,Mvan,5,12.6,18,5,600
Nkom-kana,3.889329,11.495492,4,3.850423,11.522540,Mvog-bi,4,6.6,15,5,300
Nkom-kana,3.889330,11.495493,4,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,8.3,9,5,400
Nkom-kana,3.889331,11.495494,4,3.879979,11.481272,Fouda,2,3,8,5,200
Nkom-kana,3.889332,11.495495,4,3.865518,11.513821,Marché central,5,4.5,11,2,250
Nkom-kana,3.889333,11.495496,4,3.836345,11.469223,Mendong(carrefour banane),5,8.7,18,4,400
Nkom-kana,3.889334,11.495497,4,3.899579,11.525473,(Lycée)Mballa II,2,5.3,15,3,250
Nkom-kana,3.889335,11.495498,4,3.852458,11.498892,Cradat(restaurant),3,5.7,13,3,250
Nkom-kana,3.889336,11.495499,4,3.839471,11.507801,Efoulan(carrefour club france),1,8.5,18,3,400
Nkom-kana,3.889337,11.495500,4,3.900994,11.558921,Eleveur (tradex college ebanda),3,9.4,17,5,500
Nkom-kana,3.889338,11.495501,4,3.863931,11.528186,Mvog-ada,3,6.3,13,5,300
Nkom-kana,3.889339,11.495502,4,3.875079,11.516893,hotel de ville(avenue des banques),2,4.1,15,3,250
Nkom-kana,3.889340,11.495503,4,3.840961,11.477819,TKC(carrefour),3,7.5,14,3,300
Nkom-kana,3.889341,11.495504,4,3.869610,11.485476,Carrefour MEEC,1,3.3,9,1,300
Nkom-kana,3.889342,11.495505,4,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,7.2,14,3,400
Nkom-kana,3.889343,11.495506,4,3.859047,11.505877,Ngoa Ekélé (lycée),4,5.2,13,2,250
Nkom-kana,3.889344,11.495507,4,3.856842,11.504406,Chateau(Université de Yaoundé I),5,5.5,13,2,350
Nkom-kana,3.889345,11.495508,4,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,11.2,30,3,500
Nkolbisson,3.871170 ,11.455157,3,3.884218,11.506428,Tsinga,3,7.8,11,4,400
Nkolbisson,4.871170 ,11.455158,3,3.873974,11.509291,Briqueterie,5,7.2,10,4,400
Nkolbisson,5.871170 ,11.455159,3,3.878457,11.510559,Ecole de police(pharmacie),3,8.1,10,4,400
Nkolbisson,6.871170 ,11.455160,3,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,7.3,10,4,400
Nkolbisson,7.871170 ,11.455161,3,3.863715,11.545285,Emombo(Chapelle),2,11.9,14,3,500
Nkolbisson,8.871170 ,11.455162,3,3.868167,11.559176,Mimboman(don bosco),3,13.8,12,3,600
Nkolbisson,9.871170 ,11.455163,3,3.869619,11.542298,Essos(marché),5,11.7,10,3,600
Nkolbisson,10.871170 ,11.455164,3,3.882799,11.537976,Omnisport,3,12.7,10,5,600
Nkolbisson,11.871170 ,11.455165,3,3.897352,11.550365,Ngousso(station),5,14,21,5,650
Nkolbisson,12.871170 ,11.455166,3,3.815869,11.489237,Damas(rond point),3,11.6,11,3,500
Nkolbisson,13.871170 ,11.455167,3,3.831629,11.489602,Tam-tam,1,9.4,18,2,500
Nkolbisson,14.871170 ,11.455168,3,3.835291,11.494906,Nsimeyong(pharmacie),2,9.1,18,2,500
Nkolbisson,15.871170 ,11.455169,3,3.841461,11.488748,Accacia(marché),5,7.6,16,3,400
Nkolbisson,16.871170 ,11.455170,3,3.916084,11.523966,Etoudi(marché),5,13.7,14,3,600
Nkolbisson,17.871170 ,11.455171,3,3.915474,11.531633,Santa barbara(cyberlink),3,14.5,16,3,600
Nkolbisson,18.871170 ,11.455172,3,3.924443,11.522115,Emana,4,14.4,15,3,600
Nkolbisson,19.871170 ,11.455173,3,3.969259,11.544474,(Mission Catholique)Nkozoa,3,20.7,13,3,800
Nkolbisson,20.871170 ,11.455174,3,3.883732,11.519217,Nlongkak,3,9.4,17,3,500
Nkolbisson,21.871170 ,11.455175,3,3.863793,11.540184,Anguissa(lycée),2,11.7,14,3,600
Nkolbisson,22.871170 ,11.455176,3,3.843894,11.535655,Ekounou,3,11.3,19,3,600
Nkolbisson,23.871170 ,11.455177,3,3.811649,11.523198,Mvan,5,14,19,5,700
Nkolbisson,24.871170 ,11.455178,3,3.850423,11.522540,Mvog-bi,4,10.1,12,3,500
Nkolbisson,25.871170 ,11.455179,3,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,8.5,15,5,400
Nkolbisson,26.871170 ,11.455180,3,3.879979,11.481272,Fouda,2,5.2,14,5,250
Nkolbisson,27.871170 ,11.455181,3,3.865518,11.513821,Marché central,5,8.4,12,2,250
Nkolbisson,28.871170 ,11.455182,3,3.836345,11.469223,Mendong(carrefour banane),5,5.3,12,4,250
Nkolbisson,29.871170 ,11.455183,3,3.899579,11.525473,(Lycée)Mballa II,2,11.6,20,3,500
Nkolbisson,30.871170 ,11.455184,3,3.852458,11.498892,Cradat(restaurant),3,6.8,14,3,300
Nkolbisson,31.871170 ,11.455185,3,3.839471,11.507801,Efoulan(carrefour club france),1,8.9,14,3,400
Nkolbisson,32.871170 ,11.455186,3,3.900994,11.558921,Eleveur (tradex college ebanda),3,15.5,25,5,800
Nkolbisson,33.871170 ,11.455187,3,3.863931,11.528186,Mvog-ada,3,10,12,3,500
Nkolbisson,34.871170 ,11.455188,3,3.875079,11.516893,hotel de ville(avenue des banques),2,9.3,14,2,500
Nkolbisson,35.871170 ,11.455189,3,3.840961,11.477819,TKC(carrefour),3,7.9,10,3,300
Nkolbisson,36.871170 ,11.455190,3,3.869610,11.485476,Carrefour MEEC,1,3.7,4,2,200
Nkolbisson,37.871170 ,11.455191,3,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,9.1,14,2,500
Nkolbisson,38.871170 ,11.455192,3,3.859047,11.505877,Ngoa Ekélé (lycée),4,6.7,11,3,300
Nkolbisson,39.871170 ,11.455193,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,7,11,2,400
Nkolbisson,40.871170 ,11.455194,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,13.5,23,3,500
Tsinga,3.884218,11.506428,3,3.873974,11.509291,Briqueterie,5,2.1,3,3,150
Tsinga,3.884219,11.506429,3,3.878457,11.510559,Ecole de police(pharmacie),3,1.2,5,3,100
Tsinga,3.884220,11.506430,3,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,6,12,3,300
Tsinga,3.884221,11.506431,3,3.863715,11.545285,Emombo(Chapelle),2,6.6,10,3,300
Tsinga,3.884222,11.506432,3,3.868167,11.559176,Mimboman(don bosco),3,8.5,14,3,400
Tsinga,3.884223,11.506433,3,3.869619,11.542298,Essos(marché),5,6.4,12,5,300
Tsinga,3.884224,11.506434,3,3.882799,11.537976,Omnisport,3,5.1,11,5,350
Tsinga,3.884225,11.506435,3,3.897352,11.550365,Ngousso(station),5,6.9,23,5,300
Tsinga,3.884226,11.506436,3,3.815869,11.489237,Damas(rond point),3,10.9,13,3,500
Tsinga,3.884227,11.506437,3,3.831629,11.489602,Tam-tam,1,9.7,20,3,500
Tsinga,3.884228,11.506438,3,3.835291,11.494906,Nsimeyong(pharmacie),2,8.9,20,2,400
Tsinga,3.884229,11.506439,3,3.841461,11.488748,Accacia(marché),5,9.2,16,3,500
Tsinga,3.884230,11.506440,3,3.916084,11.523966,Etoudi(marché),5,6,14,3,300
Tsinga,3.884231,11.506441,3,3.915474,11.531633,Santa barbara(cyberlink),3,7.1,16,3,300
Tsinga,3.884232,11.506442,3,3.924443,11.522115,Emana,4,6.7,11,3,300
Tsinga,3.884233,11.506443,3,3.969259,11.544474,(Mission Catholique)Nkozoa,3,13,11,3,600
Tsinga,3.884234,11.506444,3,3.883732,11.519217,Nlongkak,3,2.1,10,3,150
Tsinga,3.884235,11.506445,3,3.863793,11.540184,Anguissa(lycée),2,6.4,13,3,300
Tsinga,3.884236,11.506446,3,3.843894,11.535655,Ekounou,3,7.3,13,3,400
Tsinga,3.884237,11.506447,3,3.811649,11.523198,Mvan,5,10.9,14,5,500
Tsinga,3.884238,11.506448,3,3.850423,11.522540,Mvog-bi,4,4.9,11,4,250
Tsinga,3.884239,11.506449,3,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,6.7,12,5,300
Tsinga,3.884240,11.506450,3,3.879979,11.481272,Fouda,2,3.8,8,5,250
Tsinga,3.884241,11.506451,3,3.865518,11.513821,Marché central,5,2.8,17,2,200
Tsinga,3.884242,11.506452,3,3.836345,11.469223,Mendong(carrefour banane),5,9.5,12,3,500
Tsinga,3.884243,11.506453,3,3.899579,11.525473,(Lycée)Mballa II,2,3.8,10,3,250
Tsinga,3.884244,11.506454,3,3.852458,11.498892,Cradat(restaurant),3,5.7,15,2,250
Tsinga,3.884245,11.506455,3,3.839471,11.507801,Efoulan(carrefour club france),1,6.9,13,3,300
Tsinga,3.884246,11.506456,3,3.900994,11.558921,Eleveur (tradex college ebanda),3,7.8,15,5,400
Tsinga,3.884247,11.506457,3,3.863931,11.528186,Mvog-ada,3,4.7,11,3,250
Tsinga,3.884248,11.506458,3,3.875079,11.516893,hotel de ville(avenue des banques),2,2.5,11,2,200
Tsinga,3.884249,11.506459,3,3.840961,11.477819,TKC(carrefour),3,8.3,10,3,400
Tsinga,3.884250,11.506460,3,3.869610,11.485476,Carrefour MEEC,1,4.1,3,2,250
Tsinga,3.884251,11.506461,3,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,5.1,14,3,250
Tsinga,3.884252,11.506462,3,3.859047,11.505877,Ngoa Ekélé (lycée),4,4.7,15,2,250
Tsinga,3.884253,11.506463,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,5.6,14,2,250
Tsinga,3.884254,11.506464,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,9.4,30,3,500
Briqueterie,3.873974,11.509291,5,3.878457,11.510559,Ecole de police(pharmacie),3,1,2,2,100
Briqueterie,3.873975,11.509292,5,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,3.9,10,3,250
Briqueterie,3.873976,11.509293,5,3.863715,11.545285,Emombo(Chapelle),2,5.6,11,3,250
Briqueterie,3.873977,11.509294,5,3.868167,11.559176,Mimboman(don bosco),3,7.5,12,5,300
Briqueterie,3.873978,11.509295,5,3.869619,11.542298,Essos(marché),5,5.4,10,5,250
Briqueterie,3.873979,11.509296,5,3.882799,11.537976,Omnisport,3,5.5,9,5,250
Briqueterie,3.873980,11.509297,5,3.897352,11.550365,Ngousso(station),5,7.3,21,5,300
Briqueterie,3.873981,11.509298,5,3.815869,11.489237,Damas(rond point),3,9.7,11,3,500
Briqueterie,3.873982,11.509299,5,3.831629,11.489602,Tam-tam,1,8.6,18,2,400
Briqueterie,3.873983,11.509300,5,3.835291,11.494906,Nsimeyong(pharmacie),2,7.8,18,2,300
Briqueterie,3.873984,11.509301,5,3.841461,11.488748,Accacia(marché),5,8,14,3,400
Briqueterie,3.873985,11.509302,5,3.916084,11.523966,Etoudi(marché),5,6.4,12,2,300
Briqueterie,3.873986,11.509303,5,3.915474,11.531633,Santa barbara(cyberlink),3,7.5,14,3,300
Briqueterie,3.873987,11.509304,5,3.924443,11.522115,Emana,4,7.2,10,3,300
Briqueterie,3.873988,11.509305,5,3.969259,11.544474,(Mission Catholique)Nkozoa,3,13.4,10,3,600
Briqueterie,3.873989,11.509306,5,3.883732,11.519217,Nlongkak,3,2.4,9,3,150
Briqueterie,3.873990,11.509307,5,3.863793,11.540184,Anguissa(lycée),2,5.4,10,3,250
Briqueterie,3.873991,11.509308,5,3.843894,11.535655,Ekounou,3,6.2,13,3,250
Briqueterie,3.873992,11.509309,5,3.811649,11.523198,Mvan,5,9.8,9,5,500
Briqueterie,3.873993,11.509310,5,3.850423,11.522540,Mvog-bi,4,3.9,11,5,250
Briqueterie,3.873994,11.509311,5,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,5.6,6,5,250
Briqueterie,3.873995,11.509312,5,3.879979,11.481272,Fouda,2,3.7,9,5,250
Briqueterie,3.873996,11.509313,5,3.865518,11.513821,Marché central,5,2.1,5,2,150
Briqueterie,3.873997,11.509314,5,3.836345,11.469223,Mendong(carrefour banane),5,7.9,13,3,300
Briqueterie,3.873998,11.509315,5,3.899579,11.525473,(Lycée)Mballa II,2,4.2,12,3,250
Briqueterie,3.873999,11.509316,5,3.852458,11.498892,Cradat(restaurant),3,3.7,11,2,250
Briqueterie,3.874000,11.509317,5,3.839471,11.507801,Efoulan(carrefour club france),1,5.8,10,2,250
Briqueterie,3.874001,11.509318,5,3.900994,11.558921,Eleveur (tradex college ebanda),3,8.2,13,5,400
Briqueterie,3.874002,11.509319,5,3.863931,11.528186,Mvog-ada,3,3.7,12,5,200
Briqueterie,3.874003,11.509320,5,3.875079,11.516893,hotel de ville(avenue des banques),2,1.5,8,2,100
Briqueterie,3.874004,11.509321,5,3.840961,11.477819,TKC(carrefour),3,6.6,11,3,250
Briqueterie,3.874005,11.509322,5,3.869610,11.485476,Carrefour MEEC,1,3.5,8,2,200
Briqueterie,3.874006,11.509323,5,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,3.9,13,3,200
Briqueterie,3.874007,11.509324,5,3.859047,11.505877,Ngoa Ekélé (lycée),4,2.6,10,2,150
Briqueterie,3.874008,11.509325,5,3.856842,11.504406,Chateau(Université de Yaoundé I),5,3.5,10,2,150
Briqueterie,3.874009,11.509326,5,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,8.2,31,3,400
Ecole de police(pharmacie),3.878457,11.510559,3,3.850885,11.500766,Ecole des postes(immeuble cyberlink),2,4.8,12,3,250
Ecole de police(pharmacie),3.878458,11.510560,3,3.863715,11.545285,Emombo(Chapelle),2,5.4,8,3,240
Ecole de police(pharmacie),3.878459,11.510561,3,3.868167,11.559176,Mimboman(don bosco),3,7.4,14,3,300
Ecole de police(pharmacie),3.878460,11.510562,3,3.869619,11.542298,Essos(marché),5,5.2,12,5,250
Ecole de police(pharmacie),3.878461,11.510563,3,3.882799,11.537976,Omnisport,3,4.5,11,5,250
Ecole de police(pharmacie),3.878462,11.510564,3,3.897352,11.550365,Ngousso(station),5,6.2,23,5,300
Ecole de police(pharmacie),3.878463,11.510565,3,3.815869,11.489237,Damas(rond point),3,9.7,13,2,500
Ecole de police(pharmacie),3.878464,11.510566,3,3.831629,11.489602,Tam-tam,1,8.5,20,2,400
Ecole de police(pharmacie),3.878465,11.510567,3,3.835291,11.494906,Nsimeyong(pharmacie),2,7.7,20,2,300
Ecole de police(pharmacie),3.878466,11.510568,3,3.841461,11.488748,Accacia(marché),5,8,16,3,400
Ecole de police(pharmacie),3.878467,11.510569,3,3.916084,11.523966,Etoudi(marché),5,5.4,13,3,250
Ecole de police(pharmacie),3.878468,11.510570,3,3.915474,11.531633,Santa barbara(cyberlink),3,6.5,9,3,300
Ecole de police(pharmacie),3.878469,11.510571,3,3.924443,11.522115,Emana,4,6.1,15,3,300
Ecole de police(pharmacie),3.878470,11.510572,3,3.969259,11.544474,(Mission Catholique)Nkozoa,3,12.4,17,3,600
Ecole de police(pharmacie),3.878471,11.510573,3,3.883732,11.519217,Nlongkak,3,1.3,13,3,100
Ecole de police(pharmacie),3.878472,11.510574,3,3.863793,11.540184,Anguissa(lycée),2,5.2,15,3,250
Ecole de police(pharmacie),3.878473,11.510575,3,3.843894,11.535655,Ekounou,3,6.1,13,3,300
Ecole de police(pharmacie),3.878474,11.510576,3,3.811649,11.523198,Mvan,5,9.7,14,5,500
Ecole de police(pharmacie),3.878475,11.510577,3,3.850423,11.522540,Mvog-bi,4,3.7,8,3,200
