depart_nom,depart_latitude,depart_longitude,depart_agglomeration,arrive_latitude,arrive_longitude,arrive_nom,arrive_agglomeration,distance,virages,embouteillage,prix
Ecole des postes(immeuble cyberlink),3.850887,11.500768,2,3.869619,11.542298,Essos(marché),5,6.8,12,5,300
Ecole des postes(immeuble cyberlink),3.850888,11.500769,2,3.882799,11.537976,Omnisport,3,8.7,11,5,400
Ecole des postes(immeuble cyberlink),3.850889,11.500770,2,3.897352,11.550365,Ngousso(station),5,9.7,23,5,500
Ecole des postes(immeuble cyberlink),3.850890,11.500771,2,3.815869,11.489237,Damas(rond point),3,4.9,13,3,250
Ecole des postes(immeuble cyberlink),3.850891,11.500772,2,3.831629,11.489602,Tam-tam,1,3.3,20,3,200
Ecole des postes(immeuble cyberlink),3.850892,11.500773,2,3.835291,11.494906,Nsimeyong(pharmacie),2,2.5,20,2,150
Ecole des postes(immeuble cyberlink),3.850893,11.500774,2,3.841461,11.488748,Accacia(marché),5,2.8,16,3,150
Ecole des postes(immeuble cyberlink),3.850894,11.500775,2,3.916084,11.523966,Etoudi(marché),5,9.5,14,3,500
Ecole des postes(immeuble cyberlink),3.850895,11.500776,2,3.915474,11.531633,Santa barbara(cyberlink),3,10.6,16,3,500
Ecole des postes(immeuble cyberlink),3.850896,11.500777,2,3.924443,11.522115,Emana,4,9.5,13,3,500
Ecole des postes(immeuble cyberlink),3.850897,11.500778,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,16.5,15,3,800
Ecole des postes(immeuble cyberlink),3.850898,11.500779,2,3.883732,11.519217,Nlongkak,3,5.3,11,3,250
Ecole des postes(immeuble cyberlink),3.850899,11.500780,2,3.863793,11.540184,Anguissa(lycée),2,7,13,3,300
Ecole des postes(immeuble cyberlink),3.850900,11.500781,2,3.843894,11.535655,Ekounou,3,5.6,11,3,250
Ecole des postes(immeuble cyberlink),3.850901,11.500782,2,3.811649,11.523198,Mvan,5,8.3,12,5,400
Ecole des postes(immeuble cyberlink),3.850902,11.500783,2,3.850423,11.522540,Mvog-bi,4,3.8,8,3,200
Ecole des postes(immeuble cyberlink),3.850903,11.500784,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,1.7,10,5,100
Ecole des postes(immeuble cyberlink),3.850904,11.500785,2,3.879979,11.481272,Fouda,2,6.6,13,5,250
Ecole des postes(immeuble cyberlink),3.850905,11.500786,2,3.865518,11.513821,Marché central,5,3.8,8,2,200
Ecole des postes(immeuble cyberlink),3.850906,11.500787,2,3.836345,11.469223,Mendong(carrefour banane),5,6,9,3,250
Ecole des postes(immeuble cyberlink),3.850907,11.500788,2,3.899579,11.525473,(Lycée)Mballa II,2,7.2,12,3,300
Ecole des postes(immeuble cyberlink),3.850908,11.500789,2,3.852458,11.498892,Cradat(restaurant),3,0.28,3,2,100
Ecole des postes(immeuble cyberlink),3.850909,11.500790,2,3.839471,11.507801,Efoulan(carrefour club france),1,2.1,5,3,100
Ecole des postes(immeuble cyberlink),3.850910,11.500791,2,3.900994,11.558921,Eleveur (tradex college ebanda),3,11.6,14,5,500
Ecole des postes(immeuble cyberlink),3.850911,11.500792,2,3.863931,11.528186,Mvog-ada,3,5,7,5,250
Ecole des postes(immeuble cyberlink),3.850912,11.500793,2,3.875079,11.516893,hotel de ville(avenue des banques),2,5.2,12,2,250
Ecole des postes(immeuble cyberlink),3.850913,11.500794,2,3.840961,11.477819,TKC(carrefour),3,3.6,7,3,200
Ecole des postes(immeuble cyberlink),3.850914,11.500795,2,3.869610,11.485476,Carrefour MEEC,1,3.6,5,3,200
Ecole des postes(immeuble cyberlink),3.850915,11.500796,2,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,2.9,7,3,200
Ecole des postes(immeuble cyberlink),3.850916,11.500797,2,3.859047,11.505877,Ngoa Ekélé (lycée),4,1.4,3,2,100
Ecole des postes(immeuble cyberlink),3.850917,11.500798,2,3.856842,11.504406,Chateau(Université de Yaoundé I),5,1.1,3,2,100
Ecole des postes(immeuble cyberlink),3.850918,11.500799,2,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,8,27,3,350
Emombo(Chapelle),3.863715,11.545285,2,3.868167,11.559176,Mimboman(don bosco),3,1.9,4,3,100
Emombo(Chapelle),3.863716,11.545286,2,3.869619,11.542298,Essos(marché),5,1,5,5,100
Emombo(Chapelle),3.863717,11.545287,2,3.882799,11.537976,Omnisport,3,2.9,11,5,150
Emombo(Chapelle),3.863718,11.545288,2,3.897352,11.550365,Ngousso(station),5,5.6,13,5,250
Emombo(Chapelle),3.863719,11.545289,2,3.815869,11.489237,Damas(rond point),3,10.1,15,3,500
Emombo(Chapelle),3.863720,11.545290,2,3.831629,11.489602,Tam-tam,1,8.9,14,2,400
Emombo(Chapelle),3.863721,11.545291,2,3.835291,11.494906,Nsimeyong(pharmacie),2,8.1,14,2,400
Emombo(Chapelle),3.863722,11.545292,2,3.841461,11.488748,Accacia(marché),5,8.4,13,3,400
Emombo(Chapelle),3.863723,11.545293,2,3.916084,11.523966,Etoudi(marché),5,8.3,14,3,400
Emombo(Chapelle),3.863724,11.545294,2,3.915474,11.531633,Santa barbara(cyberlink),3,8.1,14,3,400
Emombo(Chapelle),3.863725,11.545295,2,3.924443,11.522115,Emana,4,9,8,3,500
Emombo(Chapelle),3.863726,11.545296,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,15.3,16,3,700
Emombo(Chapelle),3.863727,11.545297,2,3.883732,11.519217,Nlongkak,3,4.2,6,3,250
Emombo(Chapelle),3.863728,11.545298,2,3.863793,11.540184,Anguissa(lycée),2,0.8,8,3,100
Emombo(Chapelle),3.863729,11.545299,2,3.843894,11.535655,Ekounou,3,3.6,5,5,200
Emombo(Chapelle),3.863730,11.545300,2,3.811649,11.523198,Mvan,5,7.4,6,5,300
Emombo(Chapelle),3.863731,11.545301,2,3.850423,11.522540,Mvog-bi,4,3.6,7,5,200
Emombo(Chapelle),3.863732,11.545302,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,5.9,6,5,250
Emombo(Chapelle),3.863733,11.545303,2,3.879979,11.481272,Fouda,2,8.5,11,5,400
Emombo(Chapelle),3.863734,11.545304,2,3.865518,11.513821,Marché central,5,4.3,7,2,150
Emombo(Chapelle),3.863735,11.545305,2,3.836345,11.469223,Mendong(carrefour banane),5,11.6,15,3,500
Emombo(Chapelle),3.863736,11.545306,2,3.899579,11.525473,(Lycée)Mballa II,2,6.1,12,3,250
Emombo(Chapelle),3.863737,11.545307,2,3.852458,11.498892,Cradat(restaurant),3,6.6,9,2,250
Emombo(Chapelle),3.863738,11.545308,2,3.839471,11.507801,Efoulan(carrefour club france),1,6.1,7,3,250
Emombo(Chapelle),3.863739,11.545309,2,3.900994,11.558921,Eleveur (tradex college ebanda),3,6.5,9,5,250
Emombo(Chapelle),3.863740,11.545310,2,3.863931,11.528186,Mvog-ada,3,2,13,5,150
Emombo(Chapelle),3.863741,11.545311,2,3.875079,11.516893,hotel de ville(avenue des banques),2,5.1,8,2,250
Emombo(Chapelle),3.863742,11.545312,2,3.840961,11.477819,TKC(carrefour),3,10.4,13,4,500
Emombo(Chapelle),3.863743,11.545313,2,3.869610,11.485476,Carrefour MEEC,1,8.2,9,2,400
Emombo(Chapelle),3.863744,11.545314,2,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4.1,5,3,250
Emombo(Chapelle),3.863745,11.545315,2,3.859047,11.505877,Ngoa Ekélé (lycée),4,5.6,4,2,250
Emombo(Chapelle),3.863746,11.545316,2,3.856842,11.504406,Chateau(Université de Yaoundé I),5,6.5,5,2,300
Emombo(Chapelle),3.863747,11.545317,2,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,5.1,24,3,200
Mimboman(don bosco),3.868167,11.559176,3,3.869619,11.542298,Essos(marché),5,2.8,12,3,200
Mimboman(don bosco),3.868168,11.559177,3,3.882799,11.537976,Omnisport,3,4,11,5,200
Mimboman(don bosco),3.868169,11.559178,3,3.897352,11.550365,Ngousso(station),5,4.9,23,5,250
Mimboman(don bosco),3.868170,11.559179,3,3.815869,11.489237,Damas(rond point),3,12,13,5,600
Mimboman(don bosco),3.868171,11.559180,3,3.831629,11.489602,Tam-tam,1,10.9,20,3,500
Mimboman(don bosco),3.868172,11.559181,3,3.835291,11.494906,Nsimeyong(pharmacie),2,10.1,20,2,500
Mimboman(don bosco),3.868173,11.559182,3,3.841461,11.488748,Accacia(marché),5,10.3,16,3,500
Mimboman(don bosco),3.868174,11.559183,3,3.916084,11.523966,Etoudi(marché),5,9.4,14,3,500
Mimboman(don bosco),3.868175,11.559184,3,3.915474,11.531633,Santa barbara(cyberlink),3,8.3,16,3,400
Mimboman(don bosco),3.868176,11.559185,3,3.924443,11.522115,Emana,4,10.2,13,3,500
Mimboman(don bosco),3.868177,11.559186,3,3.969259,11.544474,(Mission Catholique)Nkozoa,3,16.4,10,3,700
Mimboman(don bosco),3.868178,11.559187,3,3.883732,11.519217,Nlongkak,3,6.1,10,3,300
Mimboman(don bosco),3.868179,11.559188,3,3.863793,11.540184,Anguissa(lycée),2,2.8,8,3,200
Mimboman(don bosco),3.868180,11.559189,3,3.843894,11.535655,Ekounou,3,5.4,12,3,250
Mimboman(don bosco),3.868181,11.559190,3,3.811649,11.523198,Mvan,5,9.1,10,5,500
Mimboman(don bosco),3.868182,11.559191,3,3.850423,11.522540,Mvog-bi,4,5.7,10,5,250
Mimboman(don bosco),3.868183,11.559192,3,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,7.8,8,5,300
Mimboman(don bosco),3.868184,11.559193,3,3.879979,11.481272,Fouda,2,10.4,15,5,500
Mimboman(don bosco),3.868185,11.559194,3,3.865518,11.513821,Marché central,5,6.2,14,2,300
Mimboman(don bosco),3.868186,11.559195,3,3.836345,11.469223,Mendong(carrefour banane),5,13.5,20,3,600
Mimboman(don bosco),3.868187,11.559196,3,3.899579,11.525473,(Lycée)Mballa II,2,7.2,14,3,300
Mimboman(don bosco),3.868188,11.559197,3,3.852458,11.498892,Cradat(restaurant),3,8.6,13,2,400
Mimboman(don bosco),3.868189,11.559198,3,3.839471,11.507801,Efoulan(carrefour club france),1,8.1,9,3,400
Mimboman(don bosco),3.868190,11.559199,3,3.900994,11.558921,Eleveur (tradex college ebanda),3,5.8,12,5,250
Mimboman(don bosco),3.868191,11.559200,3,3.863931,11.528186,Mvog-ada,3,3.9,9,5,250
Mimboman(don bosco),3.868192,11.559201,3,3.875079,11.516893,hotel de ville(avenue des banques),2,7,13,2,300
Mimboman(don bosco),3.868193,11.559202,3,3.840961,11.477819,TKC(carrefour),3,12.3,17,4,500
Mimboman(don bosco),3.868194,11.559203,3,3.869610,11.485476,Carrefour MEEC,1,10.2,17,2,500
Mimboman(don bosco),3.868195,11.559204,3,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,5.8,10,3,250
Mimboman(don bosco),3.868196,11.559205,3,3.859047,11.505877,Ngoa Ekélé (lycée),4,7.5,7,3,400
Mimboman(don bosco),3.868197,11.559206,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,8.4,8,2,400
Mimboman(don bosco),3.868198,11.559207,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,6.8,18,3,250
Essos(marché),3.869619,11.542298,5,3.882799,11.537976,Omnisport,3,1.9,5,5,100
Essos(marché),3.869620,11.542299,5,3.897352,11.550365,Ngousso(station),5,2.7,7,5,150
Essos(marché),3.869621,11.542300,5,3.815869,11.489237,Damas(rond point),3,13.1,13,3,500
Essos(marché),3.869622,11.542301,5,3.831629,11.489602,Tam-tam,1,11.9,20,2,500
Essos(marché),3.869623,11.542302,5,3.835291,11.494906,Nsimeyong(pharmacie),2,11.1,20,2,400
Essos(marché),3.869624,11.542303,5,3.841461,11.488748,Accacia(marché),5,11.4,16,3,400
Essos(marché),3.869625,11.542304,5,3.916084,11.523966,Etoudi(marché),5,4.2,14,3,200
Essos(marché),3.869626,11.542305,5,3.915474,11.531633,Santa barbara(cyberlink),3,3.1,8,3,150
Essos(marché),3.869627,11.542306,5,3.924443,11.522115,Emana,4,5.9,9,3,200
Essos(marché),3.869628,11.542307,5,3.969259,11.544474,(Mission Catholique)Nkozoa,3,12.2,7,3,300
Essos(marché),3.869629,11.542308,5,3.883732,11.519217,Nlongkak,3,5.3,7,3,250
Essos(marché),3.869630,11.542309,5,3.863793,11.540184,Anguissa(lycée),2,4.7,8,3,250
Essos(marché),3.869631,11.542310,5,3.843894,11.535655,Ekounou,3,9.4,11,3,500
Essos(marché),3.869632,11.542311,5,3.811649,11.523198,Mvan,5,12.6,10,5,500
Essos(marché),3.869633,11.542312,5,3.850423,11.522540,Mvog-bi,4,7.1,9,5,400
Essos(marché),3.869634,11.542313,5,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,8.9,9,5,400
Essos(marché),3.869635,11.542314,5,3.879979,11.481272,Fouda,2,10.1,13,5,300
Essos(marché),3.869636,11.542315,5,3.865518,11.513821,Marché central,5,5.7,10,2,200
Essos(marché),3.869637,11.542316,5,3.836345,11.469223,Mendong(carrefour banane),5,14.6,15,3,400
Essos(marché),3.869638,11.542317,5,3.899579,11.525473,(Lycée)Mballa II,2,4.4,8,3,200
Essos(marché),3.869639,11.542318,5,3.852458,11.498892,Cradat(restaurant),3,9.6,8,2,300
Essos(marché),3.869640,11.542319,5,3.839471,11.507801,Efoulan(carrefour club france),1,9.1,7,3,400
Essos(marché),3.869641,11.542320,5,3.900994,11.558921,Eleveur (tradex college ebanda),3,1.2,4,5,100
Essos(marché),3.869642,11.542321,5,3.863931,11.528186,Mvog-ada,3,5.2,10,5,200
Essos(marché),3.869643,11.542322,5,3.875079,11.516893,hotel de ville(avenue des banques),2,5.7,9,2,200
Essos(marché),3.869644,11.542323,5,3.840961,11.477819,TKC(carrefour),3,13.4,13,3,500
Essos(marché),3.869645,11.542324,5,3.869610,11.485476,Carrefour MEEC,1,10.3,9,2,400
Essos(marché),3.869646,11.542325,5,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4,10,3,200
Essos(marché),3.869647,11.542326,5,3.859047,11.505877,Ngoa Ekélé (lycée),4,8.5,7,2,250
Essos(marché),3.869648,11.542327,5,3.856842,11.504406,Chateau(Université de Yaoundé I),5,9.4,6,2,250
Essos(marché),3.869649,11.542328,5,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,6.1,21,3,300
Omnisport,3.882799,11.537976,3,3.897352,11.550365,Ngousso(station),5,3.3,9,5,200
Omnisport,3.882800,11.537977,3,3.815869,11.489237,Damas(rond point),3,11.1,16,5,400
Omnisport,3.882801,11.537978,3,3.831629,11.489602,Tam-tam,1,9.9,11,5,400
Omnisport,3.882802,11.537979,3,3.835291,11.494906,Nsimeyong(pharmacie),2,9.2,12,5,500
Omnisport,3.882803,11.537980,3,3.841461,11.488748,Accacia(marché),5,9.4,15,5,500
Omnisport,3.882804,11.537981,3,3.916084,11.523966,Etoudi(marché),5,6,11,5,200
Omnisport,3.882805,11.537982,3,3.915474,11.531633,Santa barbara(cyberlink),3,5.8,13,5,300
Omnisport,3.882806,11.537983,3,3.924443,11.522115,Emana,4,6.8,11,5,300
Omnisport,3.882807,11.537984,3,3.969259,11.544474,(Mission Catholique)Nkozoa,3,13,15,5,500
Omnisport,3.882808,11.537985,3,3.883732,11.519217,Nlongkak,3,3.2,9,5,150
Omnisport,3.882809,11.537986,3,3.863793,11.540184,Anguissa(lycée),2,2.7,11,5,150
Omnisport,3.882810,11.537987,3,3.843894,11.535655,Ekounou,3,7.4,11,5,300
Omnisport,3.882811,11.537988,3,3.811649,11.523198,Mvan,5,10.7,15,5,500
Omnisport,3.882812,11.537989,3,3.850423,11.522540,Mvog-bi,4,5.1,13,5,250
Omnisport,3.882813,11.537990,3,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,6.9,9,5,250
Omnisport,3.882814,11.537991,3,3.879979,11.481272,Fouda,2,8.9,13,5,100
Omnisport,3.882815,11.537992,3,3.865518,11.513821,Marché central,5,3.5,10,5,200
Omnisport,3.882816,11.537993,3,3.836345,11.469223,Mendong(carrefour banane),5,12.6,15,5,500
Omnisport,3.882817,11.537994,3,3.899579,11.525473,(Lycée)Mballa II,2,3.8,8,5,200
Omnisport,3.882818,11.537995,3,3.852458,11.498892,Cradat(restaurant),3,7.6,17,5,300
Omnisport,3.882819,11.537996,3,3.839471,11.507801,Efoulan(carrefour club france),1,7.2,17,5,300
Omnisport,3.882820,11.537997,3,3.900994,11.558921,Eleveur (tradex college ebanda),3,4.2,10,5,200
Omnisport,3.882821,11.537998,3,3.863931,11.528186,Mvog-ada,3,3.2,14,5,150
Omnisport,3.882822,11.537999,3,3.875079,11.516893,hotel de ville(avenue des banques),2,4.5,12,5,200
Omnisport,3.882823,11.538000,3,3.840961,11.477819,TKC(carrefour),3,11.4,16,5,500
Omnisport,3.882824,11.538001,3,3.869610,11.485476,Carrefour MEEC,1,9.1,17,5,500
Omnisport,3.882825,11.538002,3,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,6,13,5,250
Omnisport,3.882826,11.538003,3,3.859047,11.505877,Ngoa Ekélé (lycée),4,6.6,12,5,300
Omnisport,3.882827,11.538004,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,7.5,13,5,300
Omnisport,3.882828,11.538005,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,8.7,22,5,250
Ngousso(station),3.897352,11.550365,5,3.815869,11.489237,Damas(rond point),3,13.1,17,5,600
Ngousso(station),3.897353,11.550366,5,3.831629,11.489602,Tam-tam,1,11.9,17,5,600
Ngousso(station),3.897354,11.550367,5,3.835291,11.494906,Nsimeyong(pharmacie),2,11.1,17,5,500
Ngousso(station),3.897355,11.550368,5,3.841461,11.488748,Accacia(marché),5,11.4,18,5,500
Ngousso(station),3.897356,11.550369,5,3.916084,11.523966,Etoudi(marché),5,4.2,8,5,150
Ngousso(station),3.897357,11.550370,5,3.915474,11.531633,Santa barbara(cyberlink),3,3.1,8,5,200
Ngousso(station),3.897358,11.550371,5,3.924443,11.522115,Emana,4,5.9,11,5,250
Ngousso(station),3.897359,11.550372,5,3.969259,11.544474,(Mission Catholique)Nkozoa,3,12.2,17,5,400
Ngousso(station),3.897360,11.550373,5,3.883732,11.519217,Nlongkak,3,5.3,6,5,200
Ngousso(station),3.897361,11.550374,5,3.863793,11.540184,Anguissa(lycée),2,4.7,9,5,200
Ngousso(station),3.897362,11.550375,5,3.843894,11.535655,Ekounou,3,9.4,11,5,200
Ngousso(station),3.897363,11.550376,5,3.811649,11.523198,Mvan,5,12.6,10,5,400
Ngousso(station),3.897364,11.550377,5,3.850423,11.522540,Mvog-bi,4,7.1,9,5,400
Ngousso(station),3.897365,11.550378,5,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,8.9,9,5,400
Ngousso(station),3.897366,11.550379,5,3.879979,11.481272,Fouda,2,10.1,13,5,200
Ngousso(station),3.897367,11.550380,5,3.865518,11.513821,Marché central,5,5.7,10,5,250
Ngousso(station),3.897368,11.550381,5,3.836345,11.469223,Mendong(carrefour banane),5,14.6,15,5,600
Ngousso(station),3.897369,11.550382,5,3.899579,11.525473,(Lycée)Mballa II,2,4.4,8,5,200
Ngousso(station),3.897370,11.550383,5,3.852458,11.498892,Cradat(restaurant),3,9.6,13,5,300
Ngousso(station),3.897371,11.550384,5,3.839471,11.507801,Efoulan(carrefour club france),1,9.1,17,5,400
Ngousso(station),3.897372,11.550385,5,3.900994,11.558921,Eleveur (tradex college ebanda),3,1.2,11,5,100
Ngousso(station),3.897373,11.550386,5,3.863931,11.528186,Mvog-ada,3,5.2,10,5,200
Ngousso(station),3.897374,11.550387,5,3.875079,11.516893,hotel de ville(avenue des banques),2,5.7,12,5,250
Ngousso(station),3.897375,11.550388,5,3.840961,11.477819,TKC(carrefour),3,13.4,15,5,600
Ngousso(station),3.897376,11.550389,5,3.869610,11.485476,Carrefour MEEC,1,10.3,17,5,600
Ngousso(station),3.897377,11.550390,5,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4.2,13,5,200
Ngousso(station),3.897378,11.550391,5,3.859047,11.505877,Ngoa Ekélé (lycée),4,8.5,14,5,300
Ngousso(station),3.897379,11.550392,5,3.856842,11.504406,Chateau(Université de Yaoundé I),5,9.4,12,5,300
Ngousso(station),3.897380,11.550393,5,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,8.5,22,5,400
Damas(rond point),3.815869,11.489237,3,3.831629,11.489602,Tam-tam,1,2.4,5,3,150
Damas(rond point),3.815870,11.489238,3,3.835291,11.494906,Nsimeyong(pharmacie),2,2.5,6,3,150
Damas(rond point),3.815871,11.489239,3,3.841461,11.488748,Accacia(marché),5,3.8,7,3,200
Damas(rond point),3.815872,11.489240,3,3.916084,11.523966,Etoudi(marché),5,14.4,13,3,400
Damas(rond point),3.815873,11.489241,3,3.915474,11.531633,Santa barbara(cyberlink),3,15.5,15,3,500
Damas(rond point),3.815874,11.489242,3,3.924443,11.522115,Emana,4,15.1,17,3,600
Damas(rond point),3.815875,11.489243,3,3.969259,11.544474,(Mission Catholique)Nkozoa,3,21.4,24,3,600
Damas(rond point),3.815876,11.489244,3,3.883732,11.519217,Nlongkak,3,10.1,16,3,400
Damas(rond point),3.815877,11.489245,3,3.863793,11.540184,Anguissa(lycée),2,10.3,19,3,400
Damas(rond point),3.815878,11.489246,3,3.843894,11.535655,Ekounou,3,8.2,8,3,400
Damas(rond point),3.815879,11.489247,3,3.811649,11.523198,Mvan,5,7.1,3,5,250
Damas(rond point),3.815880,11.489248,3,3.850423,11.522540,Mvog-bi,4,6.4,8,3,300
Damas(rond point),3.815881,11.489249,3,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,4.5,9,3,150
Damas(rond point),3.815882,11.489250,3,3.879979,11.481272,Fouda,2,9.4,13,4,250
Damas(rond point),3.815883,11.489251,3,3.865518,11.513821,Marché central,5,8.4,9,2,250
Damas(rond point),3.815884,11.489252,3,3.836345,11.469223,Mendong(carrefour banane),5,5.6,15,3,150
Damas(rond point),3.815885,11.489253,3,3.899579,11.525473,(Lycée)Mballa II,2,12.1,8,3,300
Damas(rond point),3.815886,11.489254,3,3.852458,11.498892,Cradat(restaurant),3,5.3,13,3,200
Damas(rond point),3.815887,11.489255,3,3.839471,11.507801,Efoulan(carrefour club france),1,4,17,3,150
Damas(rond point),3.815888,11.489256,3,3.900994,11.558921,Eleveur (tradex college ebanda),3,14.9,11,5,400
Damas(rond point),3.815889,11.489257,3,3.863931,11.528186,Mvog-ada,3,8.3,10,5,300
Damas(rond point),3.815890,11.489258,3,3.875079,11.516893,hotel de ville(avenue des banques),2,9.2,8,2,300
Damas(rond point),3.815891,11.489259,3,3.840961,11.477819,TKC(carrefour),3,4.4,15,3,200
Damas(rond point),3.815892,11.489260,3,3.869610,11.485476,Carrefour MEEC,1,7.9,17,3,350
Damas(rond point),3.815893,11.489261,3,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,5.9,11,3,250
Damas(rond point),3.815894,11.489262,3,3.859047,11.505877,Ngoa Ekélé (lycée),4,6.4,13,3,250
Damas(rond point),3.815895,11.489263,3,3.856842,11.504406,Chateau(Université de Yaoundé I),5,6.7,12,2,250
Damas(rond point),3.815896,11.489264,3,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,9.9,24,3,500
Tam-tam,3.831629,11.489602,1,3.835291,11.494906,Nsimeyong(pharmacie),2,0.8,1,3,100
Tam-tam,3.831630,11.489603,1,3.841461,11.488748,Accacia(marché),5,1.5,2,3,100
Tam-tam,3.831631,11.489604,1,3.916084,11.523966,Etoudi(marché),5,13.2,11,3,400
Tam-tam,3.831632,11.489605,1,3.915474,11.531633,Santa barbara(cyberlink),3,14.3,10,3,400
Tam-tam,3.831633,11.489606,1,3.924443,11.522115,Emana,4,14,13,4,500
Tam-tam,3.831634,11.489607,1,3.969259,11.544474,(Mission Catholique)Nkozoa,3,20.2,9,4,700
Tam-tam,3.831635,11.489608,1,3.883732,11.519217,Nlongkak,3,9,13,3,400
Tam-tam,3.831636,11.489609,1,3.863793,11.540184,Anguissa(lycée),2,9.1,15,3,400
Tam-tam,3.831637,11.489610,1,3.843894,11.535655,Ekounou,3,7,10,3,300
Tam-tam,3.831638,11.489611,1,3.811649,11.523198,Mvan,5,7.9,3,5,300
Tam-tam,3.831639,11.489612,1,3.850423,11.522540,Mvog-bi,4,5.3,11,5,250
Tam-tam,3.831640,11.489613,1,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,3.2,9,3,150
Tam-tam,3.831641,11.489614,1,3.879979,11.481272,Fouda,2,7.2,15,5,250
Tam-tam,3.831642,11.489615,1,3.865518,11.513821,Marché central,5,7.3,9,2,250
Tam-tam,3.831643,11.489616,1,3.836345,11.469223,Mendong(carrefour banane),5,3.2,9,3,150
Tam-tam,3.831644,11.489617,1,3.899579,11.525473,(Lycée)Mballa II,2,11,10,3,400
Tam-tam,3.831645,11.489618,1,3.852458,11.498892,Cradat(restaurant),3,3.6,4,3,150
Tam-tam,3.831646,11.489619,1,3.839471,11.507801,Efoulan(carrefour club france),1,2.7,17,3,150
Tam-tam,3.831647,11.489620,1,3.900994,11.558921,Eleveur (tradex college ebanda),3,13.7,17,5,400
Tam-tam,3.831648,11.489621,1,3.863931,11.528186,Mvog-ada,3,7.1,10,5,300
Tam-tam,3.831649,11.489622,1,3.875079,11.516893,hotel de ville(avenue des banques),2,8,10,2,300
Tam-tam,3.831650,11.489623,1,3.840961,11.477819,TKC(carrefour),3,2,2,3,100
Tam-tam,3.831651,11.489624,1,3.869610,11.485476,Carrefour MEEC,1,5.8,17,3,250
Tam-tam,3.831652,11.489625,1,3.849396,11.520556,Mvog Atangana Mballa(pharmacie),3,4.9,11,3,250
Tam-tam,3.831653,11.489626,1,3.859047,11.505877,Ngoa Ekélé (lycée),4,4.7,5,2,250
Tam-tam,3.831654,11.489627,1,3.856842,11.504406,Chateau(Université de Yaoundé I),5,5,4,2,250
Tam-tam,3.831655,11.489628,1,3.8254497,11.5345335,Ekoundoum (Carrefour de l'Amitié),3,9.2,24,3,500
Nsimeyong(pharmacie),3.835291,11.494906,2,3.841461,11.488748,Accacia(marché),5,1.6,2,3,150
Nsimeyong(pharmacie),3.835292,11.494907,2,3.916084,11.523966,Etoudi(marché),5,12.4,12,3,500
Nsimeyong(pharmacie),3.835293,11.494908,2,3.915474,11.531633,Santa barbara(cyberlink),3,13.5,15,3,500
Nsimeyong(pharmacie),3.835294,11.494909,2,3.924443,11.522115,Emana,4,13.2,13,3,500
Nsimeyong(pharmacie),3.835295,11.494910,2,3.969259,11.544474,(Mission Catholique)Nkozoa,3,19.4,11,3,600
Nsimeyong(pharmacie),3.835296,11.494911,2,3.883732,11.519217,Nlongkak,3,8.2,13,3,400
Nsimeyong(pharmacie),3.835297,11.494912,2,3.863793,11.540184,Anguissa(lycée),2,8.4,15,3,400
Nsimeyong(pharmacie),3.835298,11.494913,2,3.843894,11.535655,Ekounou,3,6.2,10,3,300
Nsimeyong(pharmacie),3.835299,11.494914,2,3.811649,11.523198,Mvan,5,7.7,3,5,400
Nsimeyong(pharmacie),3.835300,11.494915,2,3.850423,11.522540,Mvog-bi,4,4.5,11,5,250
Nsimeyong(pharmacie),3.835301,11.494916,2,3.842369,11.508273,(Basilique Marie Reine des Apotres)Mvolyé,4,2.4,9,3,200
Nsimeyong(pharmacie),3.835302,11.494917,2,3.879979,11.481272,Fouda,2,6.9,15,5,300
