depart,arrive,distance_min,distance_max,distance_moy,virage_min,virage_max,prix_moy
Centre des handicapes,mokolo-marché,800,4100,2300,7,10,225
Centre des handicapes,Total Melen,6000,9300,7500,3,5,175
Centre des handicapes,Carefour EMIA,114,3414,1614,7,9,225
Centre des handicapes,Bastos(carrefour),3797,7097,5297,14,20,350
Centre des handicapes,Cité verte,800,4100,2300,10,16,275
Centre des handicapes,Madagascar,700,4000,2200,14,15,275
Centre des handicapes,Carriere,2200,5500,3700,9,11,250
Centre des handicapes,Bastos,4900,8200,6400,14,20,350
Centre des handicapes,Nkom-kana,2800,6100,4300,14,19,300
Centre des handicapes,Nkolbisson,3200,6500,4700,14,26,300
Centre des handicapes,Tsinga,2900,6200,4400,13,15,300
Centre des handicapes,Briqueterie,1400,4700,2900,14,15,250
Centre des handicapes,Ecole de police(pharmacie),2400,5700,3900,17,17,250
Centre des handicapes,Ecole des postes(immeuble cyberlink),1000,4300,2500,5,6,250
Centre des handicapes,Emombo(Chapelle),6100,9400,7600,5,9,375
Centre des handicapes,Mimboman(don bosco),9100,12400,10600,13,15,450
Centre des handicapes,Essos(marché),5900,9200,7400,7,10,300
Centre des handicapes,Omnisport,7200,10500,8700,11,13,350
Centre des handicapes,Ngousso(station),9000,12300,10500,8,13,400
Centre des handicapes,Damas(rond point),5500,8800,7000,5,11,250
Centre des handicapes,Tam-tam,3700,7000,5200,4,12,225
Centre des handicapes,Nsimeyong(pharmacie),3100,6400,4600,4,11,250
Centre des handicapes,Accacia(marché),1900,5200,3400,4,8,150
Centre des handicapes,Etoudi(marché),8200,11500,9700,8,14,400
Centre des handicapes,Santa barbara(cyberlink),9300,12600,10800,14,17,400
Centre des handicapes,Emana,8900,12200,10400,7,13,300
Centre des handicapes,(Mission Catholique)Nkozoa,15100,18400,16600,7,7,300
Centre des handicapes,Nlongkak,3900,7200,5400,8,12,375
Centre des handicapes,Anguissa(lycée),6200,9500,7700,8,11,450
Centre des handicapes,Ekounou,5000,8300,6500,8,13,450
Centre des handicapes,Mvan,7800,11100,9300,8,12,500
Centre des handicapes,Mvog-bi,3300,6600,4800,7,10,400
Centre des handicapes,(Basilique Marie Reine des Apotres)Mvolyé,2300,5600,3800,4,12,300
Centre des handicapes,Fouda,2500,5800,4000,8,8,500
Centre des handicapes,Marché central,2400,5700,3900,7,7,250
Centre des handicapes,Mendong(carrefour banane),3500,6800,5000,8,11,175
Centre des handicapes,(Lycée)Mballa II,5900,9200,7400,7,9,400
Centre des handicapes,Cradat(restaurant),700,4000,2200,5,6,250
Centre des handicapes,Efoulan(carrefour club france),3600,6900,5100,4,8,250
Centre des handicapes,Eleveur (tradex college ebanda),9900,13200,11400,8,13,100
Centre des handicapes,Mvog-ada,4200,7500,5700,6,9,250
Centre des handicapes,hotel de ville(avenue des banques),3000,6300,4500,7,11,300
Centre des handicapes,TKC(carrefour),2200,5500,3700,3,8,100
Centre des handicapes,Carrefour MEEC,-400,2900,1100,3,3,150
Centre des handicapes,Mvog Atangana Mballa(pharmacie),3200,6500,4700,6,8,100
Centre des handicapes,Ngoa Ekélé (lycée),500,3800,2000,5,8,250
Centre des handicapes,Chateau(Université de Yaoundé I),1300,4600,2800,7,9,225
Centre des handicapes,Ekoundoum,102500,105800,104000,13,20,1000
mokolo-marché,Total Melen,1600,1700,1600,4,4,100
mokolo-marché,Carefour EMIA,2400,2700,2700,4,10,150
mokolo-marché,Bastos(carrefour),3400,4600,4300,4,9,250
mokolo-marché,Cité verte,1300,1800,1500,6,6,100
mokolo-marché,Madagascar,1300,1800,1500,2,3,100
mokolo-marché,Bastos,4300,4800,4500,4,9,250
mokolo-marché,Nkom-kana,1800,2300,2000,4,12,200
mokolo-marché,Nkolbisson,6100,6600,6300,6,9,250
mokolo-marché,Tsinga,1500,2000,1700,5,5,100
mokolo-marché,Briqueterie,1300,1800,1500,4,9,150
mokolo-marché,Ecole de police(pharmacie),2300,2800,2500,7,10,200
mokolo-marché,Ecole des postes(immeuble cyberlink),3800,4300,4000,8,10,250
mokolo-marché,Emombo(Chapelle),6100,6600,6300,8,11,400
mokolo-marché,Mimboman(don bosco),8000,8500,8200,13,20,400
mokolo-marché,Essos(marché),5900,6400,6100,9,12,300
mokolo-marché,Omnisport,6800,7300,7000,13,16,400
mokolo-marché,Ngousso(station),8600,9100,8800,7,19,300
mokolo-marché,Damas(rond point),10200,10700,10400,9,10,300
mokolo-marché,Tam-tam,6700,7200,6900,9,20,250
mokolo-marché,Nsimeyong(pharmacie),5900,6400,6100,12,17,250
mokolo-marché,Accacia(marché),4500,5000,4700,6,15,200
mokolo-marché,Etoudi(marché),7700,8200,7900,6,11,500
mokolo-marché,Santa barbara(cyberlink),8800,9300,9000,17,21,500
mokolo-marché,Emana,8400,8900,8600,11,14,500
mokolo-marché,(Mission Catholique)Nkozoa,14700,15200,14900,7,7,400
mokolo-marché,Nlongkak,3700,4200,3900,10,12,300
mokolo-marché,Anguissa(lycée),5800,6300,6000,11,13,250
mokolo-marché,Ekounou,6700,7200,6900,10,14,350
mokolo-marché,Mvan,10300,10800,10500,8,15,300
mokolo-marché,Mvog-bi,4400,4900,4600,9,13,250
mokolo-marché,(Basilique Marie Reine des Apotres)Mvolyé,6000,6500,6200,7,11,250
mokolo-marché,Fouda,2100,2600,2300,5,6,250
mokolo-marché,Marché central,2600,3100,2800,11,19,225
mokolo-marché,Mendong(carrefour banane),7800,8300,8000,10,14,300
mokolo-marché,(Lycée)Mballa II,5500,6000,5700,11,14,300
mokolo-marché,Cradat(restaurant),3600,4100,3800,9,10,250
mokolo-marché,Efoulan(carrefour club france),6900,7400,7100,9,10,250
mokolo-marché,Eleveur (tradex college ebanda),9500,10000,9700,18,20,400
mokolo-marché,Mvog-ada,4100,4600,4300,7,15,300
mokolo-marché,hotel de ville(avenue des banques),2800,3300,3000,7,10,250
mokolo-marché,TKC(carrefour),5300,6300,6300,7,12,250
mokolo-marché,Carrefour MEEC,2500,2700,2700,5,7,100
mokolo-marché,Mvog Atangana Mballa(pharmacie),4700,5300,4700,9,10,250
mokolo-marché,Ngoa Ekélé (lycée),3300,3400,3300,7,9,250
mokolo-marché,Chateau(Université de Yaoundé I),3700,3800,3700,7,9,250
mokolo-marché,Ekoundoum,103000,103100,103000,13,21,1000
mokolo-marché,Carefour EMIA,1614,1714,1614,1,1,100
mokolo-marché,Bastos(carrefour),4597,4697,4597,10,11,500
mokolo-marché,Cité verte,2000,2100,2000,7,10,200
mokolo-marché,Madagascar,3600,2100,3600,8,11,250
mokolo-marché,Bastos,6700,3700,6700,15,16,400
mokolo-marché,Nkom-kana,4300,6800,4300,13,15,300
mokolo-marché,Nkolbisson,5800,6800,5800,8,13,300
mokolo-marché,Tsinga,3000,4400,3000,9,15,400
mokolo-marché,Briqueterie,2900,5900,2900,4,6,175
mokolo-marché,Ecole de police(pharmacie),3900,3100,3900,8,10,200
mokolo-marché,Ecole des postes(immeuble cyberlink),2500,3000,2500,6,12,150
mokolo-marché,Emombo(Chapelle),6900,4000,6900,9,13,300
mokolo-marché,Mimboman(don bosco),8900,2600,8900,14,20,400
mokolo-marché,Essos(marché),6700,7000,6700,10,13,300
mokolo-marché,Omnisport,7900,9000,7900,11,14,400
mokolo-marché,Ngousso(station),5900,6800,5900,11,18,300
mokolo-marché,Damas(rond point),8400,8000,8400,8,9,300
mokolo-marché,Tam-tam,5600,6000,5600,6,8,250
mokolo-marché,Nsimeyong(pharmacie),4800,8500,4800,6,8,250
mokolo-marché,Accacia(marché),3500,5700,3500,9,11,200
mokolo-marché,Etoudi(marché),8900,4900,8900,7,15,500
mokolo-marché,Santa barbara(cyberlink),10000,3600,10000,11,18,500
mokolo-marché,Emana,8900,9000,8900,7,7,400
mokolo-marché,(Mission Catholique)Nkozoa,15900,10100,15900,7,7,300
mokolo-marché,Nlongkak,4700,9000,4700,9,13,250
mokolo-marché,Anguissa(lycée),6700,16000,6700,8,13,300
mokolo-marché,Ekounou,5800,4800,5800,11,12,400
mokolo-marché,Mvan,8700,6800,8700,14,17,400
mokolo-marché,Mvog-bi,4100,5900,4100,9,10,250
mokolo-marché,(Basilique Marie Reine des Apotres)Mvolyé,4300,8800,4300,6,9,250
mokolo-marché,Fouda,3400,4200,3400,11,15,300
mokolo-marché,Marché central,3200,4400,3200,12,16,200
mokolo-marché,Mendong(carrefour banane),6100,3500,6100,16,21,250
mokolo-marché,(Lycée)Mballa II,6600,3300,6600,8,16,250
mokolo-marché,Cradat(restaurant),2400,6200,2400,5,10,200
mokolo-marché,Efoulan(carrefour club france),5200,6700,5200,8,10,300
mokolo-marché,Eleveur (tradex college ebanda),10700,2500,10700,17,21,400
mokolo-marché,Mvog-ada,5200,5300,5200,8,14,250
mokolo-marché,hotel de ville(avenue des banques),4200,10800,4200,9,13,250
mokolo-marché,TKC(carrefour),4800,5300,4800,8,9,250
mokolo-marché,Carrefour MEEC,2100,4300,2100,6,7,200
mokolo-marché,Mvog Atangana Mballa(pharmacie),3200,4900,3200,8,8,250
mokolo-marché,Ngoa Ekélé (lycée),1300,2200,1300,5,5,100
mokolo-marché,Chateau(Université de Yaoundé I),1600,3300,1600,5,5,100
mokolo-marché,Ekoundoum,103000,1400,103000,11,20,1000
Carefour EMIA,Bastos(carrefour),4500,5200,4900,6,8,250
Carefour EMIA,Cité verte,2500,3200,2900,10,11,250
Carefour EMIA,Madagascar,4000,4700,4400,7,11,200
Carefour EMIA,Bastos,5500,6200,5900,9,13,300
Carefour EMIA,Nkom-kana,4500,5200,4900,7,16,200
Carefour EMIA,Nkolbisson,5900,6600,6300,5,7,250
Carefour EMIA,Tsinga,4100,4800,4500,8,12,300
Carefour EMIA,Briqueterie,1700,2400,2100,4,4,150
Carefour EMIA,Ecole de police(pharmacie),2700,3400,3100,6,10,200
Carefour EMIA,Ecole des postes(immeuble cyberlink),1400,2100,1800,4,8,100
Carefour EMIA,Emombo(Chapelle),5500,6200,5900,7,10,250
Carefour EMIA,Mimboman(don bosco),7400,8100,7800,12,16,300
Carefour EMIA,Essos(marché),5300,6000,5700,8,12,250
Carefour EMIA,Omnisport,5500,6200,5900,11,12,250
Carefour EMIA,Ngousso(station),8600,9300,9000,13,21,250
Carefour EMIA,Damas(rond point),7300,8000,7700,6,7,250
Carefour EMIA,Tam-tam,4700,5400,5100,6,7,250
Carefour EMIA,Nsimeyong(pharmacie),3900,4600,4300,6,7,250
Carefour EMIA,Accacia(marché),3600,4300,4000,6,8,150
Carefour EMIA,Etoudi(marché),7700,8400,8100,7,13,300
Carefour EMIA,Santa barbara(cyberlink),8800,9500,9200,8,12,300
Carefour EMIA,Emana,8400,9100,8800,7,16,300
Carefour EMIA,(Mission Catholique)Nkozoa,14700,15400,15100,6,6,600
Carefour EMIA,Nlongkak,3500,4200,3900,7,10,250
Carefour EMIA,Anguissa(lycée),5700,6400,6100,10,12,250
Carefour EMIA,Ekounou,4600,5300,5000,9,10,300
Carefour EMIA,Mvan,7300,8000,7700,6,15,250
Carefour EMIA,Mvog-bi,2900,3600,3300,7,8,200
Carefour EMIA,(Basilique Marie Reine des Apotres)Mvolyé,3100,3800,3500,5,9,200
Carefour EMIA,Fouda,3700,4400,4100,8,11,250
Carefour EMIA,Marché central,2000,2700,2400,5,11,100
Carefour EMIA,Mendong(carrefour banane),6200,6900,6600,12,16,300
Carefour EMIA,(Lycée)Mballa II,5500,6200,5900,4,8,250
Carefour EMIA,Cradat(restaurant),1200,1900,1600,5,8,100
Carefour EMIA,Efoulan(carrefour club france),4000,4700,4400,4,8,250
Carefour EMIA,Eleveur (tradex college ebanda),9500,10200,9900,12,19,300
Carefour EMIA,Mvog-ada,3500,4200,3900,6,12,250
Carefour EMIA,hotel de ville(avenue des banques),2500,3200,2900,7,11,150
Carefour EMIA,TKC(carrefour),4900,5600,5300,5,9,250
Carefour EMIA,Carrefour MEEC,2300,3000,2700,5,6,150
Carefour EMIA,Mvog Atangana Mballa(pharmacie),2900,4500,2900,7,7,150
Carefour EMIA,Ngoa Ekélé (lycée),500,700,500,3,3,100
Carefour EMIA,Chateau(Université de Yaoundé I),1000,1000,1000,3,3,100
Carefour EMIA,Ekoundoum,102000,103000,102500,10,18,450
Bastos(carrefour),Cité verte,4200,5600,4600,8,15,250
Bastos(carrefour),Madagascar,4100,5500,4500,7,9,250
Bastos(carrefour),Bastos,400,1800,800,1,1,100
Bastos(carrefour),Nkom-kana,2700,4100,3100,8,10,150
Bastos(carrefour),Nkolbisson,9800,11200,10200,11,15,350
Bastos(carrefour),Tsinga,1300,2700,1700,3,9,150
Bastos(carrefour),Briqueterie,2700,4100,3100,7,11,250
Bastos(carrefour),Ecole de police(pharmacie),1500,2900,1900,5,7,250
Bastos(carrefour),Ecole des postes(immeuble cyberlink),5800,7200,6200,13,16,300
Bastos(carrefour),Emombo(Chapelle),6500,7900,6900,9,10,250
Bastos(carrefour),Mimboman(don bosco),8500,9900,8900,15,27,300
Bastos(carrefour),Essos(marché),6300,7700,6700,11,18,250
Bastos(carrefour),Omnisport,4100,5500,4500,9,14,200
Bastos(carrefour),Ngousso(station),4900,6300,5300,11,21,250
Bastos(carrefour),Damas(rond point),10700,12100,11100,11,18,400
Bastos(carrefour),Tam-tam,9600,11000,10000,12,17,300
Bastos(carrefour),Nsimeyong(pharmacie),8800,10200,9200,12,17,300
Bastos(carrefour),Accacia(marché),9100,10500,9500,10,18,250
Bastos(carrefour),Etoudi(marché),4300,5700,4700,4,6,250
Bastos(carrefour),Santa barbara(cyberlink),5400,6800,5800,8,13,250
Bastos(carrefour),Emana,5000,6400,5400,6,6,250
Bastos(carrefour),(Mission Catholique)Nkozoa,11300,12700,11700,5,5,400
Bastos(carrefour),Nlongkak,2100,3500,2500,6,8,200
Bastos(carrefour),Anguissa(lycée),6300,7700,6700,14,15,300
Bastos(carrefour),Ekounou,7200,8600,7600,10,12,350
Bastos(carrefour),Mvan,10900,12300,11300,12,19,300
Bastos(carrefour),Mvog-bi,4900,6300,5300,9,11,250
Bastos(carrefour),(Basilique Marie Reine des Apotres)Mvolyé,6600,8000,7000,11,13,250
Bastos(carrefour),Fouda,4900,6300,5300,9,14,300
Bastos(carrefour),Marché central,2800,4200,3200,19,21,200
Bastos(carrefour),Mendong(carrefour banane),10500,11900,10900,21,23,400
Bastos(carrefour),(Lycée)Mballa II,1900,3300,2300,4,6,200
Bastos(carrefour),Cradat(restaurant),5700,7100,6100,15,16,250
Bastos(carrefour),Efoulan(carrefour club france),6800,8200,7200,13,16,300
Bastos(carrefour),Eleveur (tradex college ebanda),6900,8300,7300,12,19,400
Bastos(carrefour),Mvog-ada,4600,6000,5000,10,15,250
Bastos(carrefour),hotel de ville(avenue des banques),2400,3800,2800,5,9,200
Bastos(carrefour),TKC(carrefour),9300,10700,9700,14,16,400
Bastos(carrefour),Carrefour MEEC,5100,6200,5600,11,13,300
Bastos(carrefour),Mvog Atangana Mballa(pharmacie),5700,6500,5900,9,12,250
Bastos(carrefour),Ngoa Ekélé (lycée),3800,4600,4000,13,15,250
Bastos(carrefour),Chateau(Université de Yaoundé I),5000,5800,5200,13,15,250
Bastos(carrefour),Ekoundoum,102800,103600,103000,26,26,1500
Cité verte,Madagascar,1500,2300,1700,7,8,100
Cité verte,Bastos,4600,5400,4800,8,15,250
Cité verte,Nkom-kana,2100,2900,2300,8,8,100
Cité verte,Nkolbisson,4700,5500,4900,7,8,150
Cité verte,Tsinga,2900,3700,3100,8,10,150
Cité verte,Briqueterie,2400,3200,2600,8,11,200
Cité verte,Ecole de police(pharmacie),3400,4200,3600,8,13,200
Cité verte,Ecole des postes(immeuble cyberlink),4100,4900,4300,13,17,250
Cité verte,Emombo(Chapelle),7100,7900,7300,14,16,300
Cité verte,Mimboman(don bosco),9100,9900,9300,17,23,400
Cité verte,Essos(marché),6900,7700,7100,14,18,250
Cité verte,Omnisport,7700,8500,7900,17,19,300
Cité verte,Ngousso(station),6300,7100,6500,15,23,300
Cité verte,Damas(rond point),8700,9500,8900,15,21,300
Cité verte,Tam-tam,6700,7500,6900,14,17,300
Cité verte,Nsimeyong(pharmacie),6300,7100,6500,14,17,300
Cité verte,Accacia(marché),4800,5600,5000,14,16,250
Cité verte,Etoudi(marché),8800,9600,9000,18,21,250
Cité verte,Santa barbara(cyberlink),9900,10700,10100,20,23,250
Cité verte,Emana,9500,10300,9700,17,20,350
Cité verte,(Mission Catholique)Nkozoa,15800,16600,16000,17,17,600
Cité verte,Nlongkak,4900,5700,5100,12,15,250
Cité verte,Anguissa(lycée),6900,7700,7100,14,18,300
Cité verte,Ekounou,7700,8500,7900,17,20,350
Cité verte,Mvan,10400,11200,10600,13,20,300
Cité verte,Mvog-bi,5500,6300,5700,15,18,250
Cité verte,(Basilique Marie Reine des Apotres)Mvolyé,6200,7000,6400,13,14,300
Cité verte,Fouda,1200,2000,1400,11,17,300
Cité verte,Marché central,3600,4400,3800,13,14,250
Cité verte,Mendong(carrefour banane),6400,7200,6600,14,14,275
Cité verte,(Lycée)Mballa II,6400,7200,6600,7,15,250
Cité verte,Cradat(restaurant),4000,4800,4200,14,16,200
Cité verte,Efoulan(carrefour club france),7100,7900,7300,14,15,300
Cité verte,Eleveur (tradex college ebanda),10600,11400,10800,22,25,350
Cité verte,Mvog-ada,5200,6000,5400,14,19,250
Cité verte,hotel de ville(avenue des banques),5000,5800,5200,10,14,250
Cité verte,TKC(carrefour),5200,6000,5400,12,12,250
Cité verte,Carrefour MEEC,800,1600,1000,5,6,100
Cité verte,Mvog Atangana Mballa(pharmacie),5000,5800,5200,14,19,250
Cité verte,Ngoa Ekélé (lycée),3200,4000,3400,11,13,250
Cité verte,Chateau(Université de Yaoundé I),3400,4200,3600,11,13,250
Cité verte,Ekoundoum,103800,104600,104000,23,27,1500
Madagascar,Bastos,4100,5600,4500,7,9,250
Madagascar,Nkom-kana,1200,2700,1600,6,8,250
Madagascar,Nkolbisson,6000,7500,6400,9,12,200
Madagascar,Tsinga,2600,4100,3000,7,8,100
Madagascar,Briqueterie,2600,4100,3000,6,6,150
Madagascar,Ecole de police(pharmacie),3300,4800,3700,6,8,200
Madagascar,Ecole des postes(immeuble cyberlink),5400,6900,5800,13,17,250
Madagascar,Emombo(Chapelle),7400,8900,7800,10,16,300
Madagascar,Mimboman(don bosco),9300,10800,9700,16,32,400
Madagascar,Essos(marché),7200,8700,7600,11,21,250
Madagascar,Omnisport,7400,8900,7800,15,18,300
Madagascar,Ngousso(station),6900,8400,7300,20,24,250
Madagascar,Damas(rond point),11400,12900,11800,11,15,300
Madagascar,Tam-tam,8000,9500,8400,14,18,300
Madagascar,Nsimeyong(pharmacie),7600,9100,8000,13,17,300
Madagascar,Accacia(marché),6100,7600,6500,14,16,250
Madagascar,Etoudi(marché),8400,9900,8800,15,24,200
Madagascar,Santa barbara(cyberlink),9500,11000,9900,17,26,200
Madagascar,Emana,8600,10100,9000,13,22,350
Madagascar,(Mission Catholique)Nkozoa,15400,16900,15800,13,13,600
Madagascar,Nlongkak,4500,6000,4900,12,14,250
Madagascar,Anguissa(lycée),7200,8700,7600,14,16,300
Madagascar,Ekounou,8000,9500,8400,13,15,350
Madagascar,Mvan,11600,13100,12000,18,24,300
Madagascar,Mvog-bi,5700,7200,6100,20,22,250
Madagascar,(Basilique Marie Reine des Apotres)Mvolyé,7300,8800,7700,11,15,250
Madagascar,Fouda,2000,3500,2400,8,10,300
Madagascar,Marché central,3900,5400,4300,8,11,200
Madagascar,Mendong(carrefour banane),7700,9200,8100,14,14,300
Madagascar,(Lycée)Mballa II,6100,7600,6500,14,20,250
Madagascar,Cradat(restaurant),5300,6800,5700,14,16,250
Madagascar,Efoulan(carrefour club france),8300,9800,8700,12,15,300
Madagascar,Eleveur (tradex college ebanda),10200,11700,10600,22,25,400
Madagascar,Mvog-ada,5400,6900,5800,10,15,250
Madagascar,hotel de ville(avenue des banques),4800,6300,5200,10,13,250
Madagascar,TKC(carrefour),6400,7900,6800,11,11,250
Madagascar,Carrefour MEEC,2300,3800,2700,5,6,150
Madagascar,Mvog Atangana Mballa(pharmacie),6200,7700,6600,10,15,250
Madagascar,Ngoa Ekélé (lycée),4400,5900,4800,11,13,250
Madagascar,Chateau(Université de Yaoundé I),4700,6200,5100,11,13,250
Madagascar,Ekoundoum,103600,105100,104000,23,27,1500
Bastos,Nkom-kana,1900,3800,2600,8,10,225
Bastos,Nkolbisson,8800,10700,9500,11,15,350
Bastos,Tsinga,1400,3300,2100,3,9,200
Bastos,Briqueterie,3400,5300,4100,7,11,250
Bastos,Ecole de police(pharmacie),2300,4200,3000,5,7,250
Bastos,Ecole des postes(immeuble cyberlink),6600,8500,7300,13,16,350
Bastos,Emombo(Chapelle),7400,9300,8100,9,10,300
Bastos,Mimboman(don bosco),8200,10100,8900,15,27,400
Bastos,Essos(marché),6000,7900,6700,11,18,250
Bastos,Omnisport,4800,6700,5500,9,14,250
Bastos,Ngousso(station),6000,7900,6700,11,21,250
Bastos,Damas(rond point),11500,13400,12200,11,18,350
Bastos,Tam-tam,10300,12200,11000,12,17,350
Bastos,Nsimeyong(pharmacie),9500,11400,10200,12,17,350
Bastos,Accacia(marché),9800,11700,10500,10,18,300
Bastos,Etoudi(marché),5100,7000,5800,4,6,250
Bastos,Santa barbara(cyberlink),6200,8100,6900,8,13,250
Bastos,Emana,5800,7700,6500,6,6,300
Bastos,(Mission Catholique)Nkozoa,12100,14000,12800,5,5,400
Bastos,Nlongkak,3100,5000,3800,6,8,250
Bastos,Anguissa(lycée),7100,9000,7800,14,15,300
Bastos,Ekounou,7900,9800,8600,10,12,300
Bastos,Mvan,11500,13400,12200,12,19,300
Bastos,Mvog-bi,5600,7500,6300,9,11,250
Bastos,(Basilique Marie Reine des Apotres)Mvolyé,7300,9200,8000,11,13,250
Bastos,Fouda,4700,6600,5400,9,14,200
Bastos,Marché central,3900,5800,4600,19,21,200
Bastos,Mendong(carrefour banane),10600,12500,11300,21,23,350
Bastos,(Lycée)Mballa II,7200,7800,7300,4,6,250
Bastos,Cradat(restaurant),6500,8200,7100,15,16,250
Bastos,Efoulan(carrefour club france),7800,9500,8400,13,16,300
Bastos,Eleveur (tradex college ebanda),7600,9300,8200,12,19,300
Bastos,Mvog-ada,5500,7200,6100,10,15,250
Bastos,hotel de ville(avenue des banques),9000,10700,9600,5,9,250
Bastos,TKC(carrefour),9500,11200,10100,14,16,300
Bastos,Carrefour MEEC,5300,7000,5900,11,13,250
Bastos,Mvog Atangana Mballa(pharmacie),6200,7200,6200,9,12,250
Bastos,Ngoa Ekélé (lycée),6100,7000,6100,13,15,250
Bastos,Chateau(Université de Yaoundé I),7000,7900,7000,13,15,250
Bastos,Ekoundoum,103000,103900,103000,26,26,1500
Nkom-kana,Nkolbisson,7000,7900,7000,13,13,300
Nkom-kana,Tsinga,1800,2700,1800,11,15,100
Nkom-kana,Briqueterie,3400,4300,3400,9,10,150
Nkom-kana,Ecole de police(pharmacie),2500,3400,2500,10,12,150
Nkom-kana,Ecole des postes(immeuble cyberlink),6100,7000,6100,10,13,250
Nkom-kana,Emombo(Chapelle),8200,9100,8200,16,19,300
Nkom-kana,Mimboman(don bosco),10200,11100,10200,14,28,400
Nkom-kana,Essos(marché),8000,8900,8000,12,26,300
Nkom-kana,Omnisport,6600,7500,6600,11,21,250
Nkom-kana,Ngousso(station),6100,7000,6100,23,25,250
Nkom-kana,Damas(rond point),12400,13300,12400,13,19,450
Nkom-kana,Tam-tam,9000,9900,9000,20,24,300
Nkom-kana,Nsimeyong(pharmacie),10500,11400,10500,20,24,350
Nkom-kana,Accacia(marché),7100,8000,7100,16,20,300
Nkom-kana,Etoudi(marché),7700,8600,7700,14,18,300
Nkom-kana,Santa barbara(cyberlink),8800,9700,8800,16,20,300
Nkom-kana,Emana,7800,8700,7800,15,19,300
Nkom-kana,(Mission Catholique)Nkozoa,14600,15500,14600,16,20,600
Nkom-kana,Nlongkak,3800,4700,3800,13,14,150
Nkom-kana,Anguissa(lycée),8000,8900,8000,15,16,300
Nkom-kana,Ekounou,8900,9800,8900,18,24,350
Nkom-kana,Mvan,12600,13500,12600,18,26,400
Nkom-kana,Mvog-bi,6600,7500,6600,15,18,250
Nkom-kana,(Basilique Marie Reine des Apotres)Mvolyé,8300,9200,8300,9,18,300
Nkom-kana,Fouda,3000,3900,3000,8,8,150
Nkom-kana,Marché central,4500,5400,4500,11,13,200
Nkom-kana,Mendong(carrefour banane),8700,9600,8700,18,24,350
Nkom-kana,(Lycée)Mballa II,5300,6200,5300,15,16,250
Nkom-kana,Cradat(restaurant),5700,6600,5700,13,18,250
Nkom-kana,Efoulan(carrefour club france),8500,9400,8500,18,20,300
Nkom-kana,Eleveur (tradex college ebanda),9400,10300,9400,17,23,300
Nkom-kana,Mvog-ada,6300,7200,6300,13,15,250
Nkom-kana,hotel de ville(avenue des banques),4100,5000,4100,15,19,175
Nkom-kana,TKC(carrefour),7500,8400,7500,14,14,350
Nkom-kana,Carrefour MEEC,3300,4200,3300,9,10,150
Nkom-kana,Mvog Atangana Mballa(pharmacie),7200,8100,7200,14,16,300
Nkom-kana,Ngoa Ekélé (lycée),5200,6100,5200,13,22,250
Nkom-kana,Chateau(Université de Yaoundé I),5500,6400,5500,13,22,250
Nkom-kana,Ekoundoum,105000,105900,105000,30,30,1500
Nkolbisson,Tsinga,7800,8700,7800,11,15,200
Nkolbisson,Briqueterie,7200,8100,7200,10,10,250
Nkolbisson,Ecole de police(pharmacie),8100,9000,8100,10,12,250
Nkolbisson,Ecole des postes(immeuble cyberlink),7300,8200,7300,10,13,325
Nkolbisson,Emombo(Chapelle),11900,12800,11900,14,22,400
Nkolbisson,Mimboman(don bosco),13800,14700,13800,12,31,400
Nkolbisson,Essos(marché),11700,12600,11700,10,29,350
Nkolbisson,Omnisport,12700,13600,12700,10,24,350
Nkolbisson,Ngousso(station),14000,14900,14000,21,29,500
Nkolbisson,Damas(rond point),11600,12500,11600,11,23,400
Nkolbisson,Tam-tam,9400,10300,9400,18,28,350
Nkolbisson,Nsimeyong(pharmacie),9100,10000,9100,18,24,350
Nkolbisson,Accacia(marché),7600,8500,7600,16,20,300
Nkolbisson,Etoudi(marché),13700,14600,13700,14,18,400
Nkolbisson,Santa barbara(cyberlink),14500,18100,14500,16,20,400
Nkolbisson,Emana,14400,15600,14400,15,18,400
Nkolbisson,(Mission Catholique)Nkozoa,20700,21900,20700,13,19,700
Nkolbisson,Nlongkak,9400,10600,9400,17,19,300
Nkolbisson,Anguissa(lycée),11700,12900,11700,14,17,350
Nkolbisson,Ekounou,11300,12500,11300,19,23,350
Nkolbisson,Mvan,14000,15200,14000,19,22,400
Nkolbisson,Mvog-bi,10100,11300,10100,12,13,350
Nkolbisson,(Basilique Marie Reine des Apotres)Mvolyé,8500,9700,8500,15,17,300
Nkolbisson,Fouda,5200,6400,5200,14,14,250
Nkolbisson,Marché central,8400,9600,8400,12,12,300
Nkolbisson,Mendong(carrefour banane),5300,6500,5300,12,16,200
Nkolbisson,(Lycée)Mballa II,11400,12200,11600,20,27,350
Nkolbisson,Cradat(restaurant),6800,8000,6800,14,14,250
Nkolbisson,Efoulan(carrefour club france),8900,10100,8900,14,16,300
Nkolbisson,Eleveur (tradex college ebanda),15500,16700,15500,25,28,500
Nkolbisson,Mvog-ada,10000,11200,10000,12,13,300
Nkolbisson,hotel de ville(avenue des banques),9300,10500,9300,14,14,250
Nkolbisson,TKC(carrefour),7900,9100,7900,10,14,300
Nkolbisson,Carrefour MEEC,3700,4900,3700,4,7,100
Nkolbisson,Mvog Atangana Mballa(pharmacie),9100,10300,9100,14,15,300
Nkolbisson,Ngoa Ekélé (lycée),6700,7900,6700,11,11,300
Nkolbisson,Chateau(Université de Yaoundé I),7000,8200,7000,11,11,300
